,year,stars,topic
11296,2025,253,metabolic-modeling
11297,2013,0,metabolic-models
11298,2016,0,metabolic-models
11299,2017,0,metabolic-models
11300,2018,0,metabolic-models
11301,2019,0,metabolic-models
11302,2020,0,metabolic-models
11303,2021,0,metabolic-models
11304,2022,0,metabolic-models
11305,2023,35,metabolic-models
11306,2024,288,metabolic-models
11307,2025,819,metabolic-models
11308,2013,0,metabolic-network
11309,2016,0,metabolic-network
11310,2017,0,metabolic-network
11311,2018,0,metabolic-network
11312,2019,0,metabolic-network
11313,2020,0,metabolic-network
11314,2021,0,metabolic-network
11315,2022,0,metabolic-network
11316,2023,35,metabolic-network
11317,2024,35,metabolic-network
11318,2025,566,metabolic-network
11319,2013,0,metabolism
11320,2016,0,metabolism
11321,2017,0,metabolism
11322,2018,0,metabolism
11323,2019,0,metabolism
11324,2020,0,metabolism
11325,2021,0,metabolism
11326,2022,0,metabolism
11327,2023,0,metabolism
11328,2024,253,metabolism
11329,2025,784,metabolism
11330,2013,0,metabolomics
11331,2016,0,metabolomics
11332,2017,0,metabolomics
11333,2018,0,metabolomics
11334,2019,0,metabolomics
11335,2020,31,metabolomics
11336,2021,31,metabolomics
11337,2022,31,metabolomics
11338,2023,31,metabolomics
11339,2024,31,metabolomics
11340,2025,2148,metabolomics
11341,2013,0,metacyc
11342,2016,0,metacyc
11343,2017,0,metacyc
11344,2018,0,metacyc
11345,2019,0,metacyc
11346,2020,0,metacyc
11347,2021,16,metacyc
11348,2022,16,metacyc
11349,2023,16,metacyc
11350,2024,16,metacyc
11351,2025,16,metacyc
11352,2013,0,metadata
11353,2016,0,metadata
11354,2017,0,metadata
11355,2018,0,metadata
11356,2019,54,metadata
11357,2020,54,metadata
11358,2021,54,metadata
11359,2022,74,metadata
11360,2023,74,metadata
11361,2024,74,metadata
11362,2025,74,metadata
11363,2013,0,metadata-extraction
11364,2016,0,metadata-extraction
11365,2017,0,metadata-extraction
11366,2018,0,metadata-extraction
11367,2019,54,metadata-extraction
11368,2020,54,metadata-extraction
11369,2021,54,metadata-extraction
11370,2022,54,metadata-extraction
11371,2023,54,metadata-extraction
11372,2024,54,metadata-extraction
11373,2025,54,metadata-extraction
11374,2013,0,metagenome-assembled-genomes
11375,2016,0,metagenome-assembled-genomes
11376,2017,0,metagenome-assembled-genomes
11377,2018,0,metagenome-assembled-genomes
11378,2019,0,metagenome-assembled-genomes
11379,2020,0,metagenome-assembled-genomes
11380,2021,0,metagenome-assembled-genomes
11381,2022,0,metagenome-assembled-genomes
11382,2023,0,metagenome-assembled-genomes
11383,2024,367,metagenome-assembled-genomes
11384,2025,945,metagenome-assembled-genomes
11385,2013,0,metagenome-assembly
11386,2016,0,metagenome-assembly
11387,2017,0,metagenome-assembly
11388,2018,0,metagenome-assembly
11389,2019,0,metagenome-assembly
11390,2020,25,metagenome-assembly
11391,2021,25,metagenome-assembly
11392,2022,25,metagenome-assembly
11393,2023,25,metagenome-assembly
11394,2024,25,metagenome-assembly
11395,2025,25,metagenome-assembly
11396,2013,0,metagenomes
11397,2016,0,metagenomes
11398,2017,0,metagenomes
11399,2018,0,metagenomes
11400,2019,0,metagenomes
11401,2020,0,metagenomes
11402,2021,30,metagenomes
11403,2022,30,metagenomes
11404,2023,30,metagenomes
11405,2024,30,metagenomes
11406,2025,30,metagenomes
11407,2013,0,metagenomic-data
11408,2016,0,metagenomic-data
11409,2017,0,metagenomic-data
11410,2018,0,metagenomic-data
11411,2019,0,metagenomic-data
11412,2020,14,metagenomic-data
11413,2021,14,metagenomic-data
11414,2022,14,metagenomic-data
11415,2023,14,metagenomic-data
11416,2024,14,metagenomic-data
11417,2025,14,metagenomic-data
11418,2013,0,metagenomics
11419,2016,0,metagenomics
11420,2017,21,metagenomics
11421,2018,21,metagenomics
11422,2019,36,metagenomics
11423,2020,120,metagenomics
11424,2021,177,metagenomics
11425,2022,374,metagenomics
11426,2023,586,metagenomics
11427,2024,1798,metagenomics
11428,2025,6706,metagenomics
11429,2013,0,metapackage
11430,2016,0,metapackage
11431,2017,0,metapackage
11432,2018,0,metapackage
11433,2019,314,metapackage
11434,2020,314,metapackage
11435,2021,314,metapackage
11436,2022,314,metapackage
11437,2023,314,metapackage
11438,2024,314,metapackage
11439,2025,314,metapackage
11440,2013,0,metapath
11441,2016,0,metapath
11442,2017,0,metapath
11443,2018,0,metapath
11444,2019,0,metapath
11445,2020,0,metapath
11446,2021,16,metapath
11447,2022,16,metapath
11448,2023,16,metapath
11449,2024,16,metapath
11450,2025,16,metapath
11451,2013,0,metatranscriptomics
11452,2016,0,metatranscriptomics
11453,2017,0,metatranscriptomics
11454,2018,0,metatranscriptomics
11455,2019,0,metatranscriptomics
11456,2020,0,metatranscriptomics
11457,2021,0,metatranscriptomics
11458,2022,0,metatranscriptomics
11459,2023,0,metatranscriptomics
11460,2024,164,metatranscriptomics
11461,2025,653,metatranscriptomics
11462,2013,0,meteor
11463,2016,0,meteor
11464,2017,0,meteor
11465,2018,24,meteor
11466,2019,24,meteor
11467,2020,24,meteor
11468,2021,24,meteor
11469,2022,24,meteor
11470,2023,24,meteor
11471,2024,24,meteor
11472,2025,24,meteor
11473,2013,0,methylation
11474,2016,0,methylation
11475,2017,0,methylation
11476,2018,0,methylation
11477,2019,24,methylation
11478,2020,24,methylation
11479,2021,24,methylation
11480,2022,56,methylation
11481,2023,766,methylation
11482,2024,940,methylation
11483,2025,1379,methylation
11484,2013,0,methylation-extraction
11485,2016,0,methylation-extraction
11486,2017,0,methylation-extraction
11487,2018,0,methylation-extraction
11488,2019,0,methylation-extraction
11489,2020,0,methylation-extraction
11490,2021,0,methylation-extraction
11491,2022,0,methylation-extraction
11492,2023,0,methylation-extraction
11493,2024,174,methylation-extraction
11494,2025,174,methylation-extraction
11495,2013,0,metrics
11496,2016,0,metrics
11497,2017,0,metrics
11498,2018,0,metrics
11499,2019,14,metrics
11500,2020,14,metrics
11501,2021,14,metrics
11502,2022,14,metrics
11503,2023,14,metrics
11504,2024,14,metrics
11505,2025,14,metrics
11506,2013,0,mhc
11507,2016,0,mhc
11508,2017,0,mhc
11509,2018,0,mhc
11510,2019,33,mhc
11511,2020,33,mhc
11512,2021,33,mhc
11513,2022,33,mhc
11514,2023,33,mhc
11515,2024,33,mhc
11516,2025,33,mhc
11517,2013,0,microarray
11518,2016,0,microarray
11519,2017,0,microarray
11520,2018,0,microarray
11521,2019,0,microarray
11522,2020,0,microarray
11523,2021,0,microarray
11524,2022,0,microarray
11525,2023,37,microarray
11526,2024,385,microarray
11527,2025,385,microarray
11528,2013,0,microbial
11529,2016,0,microbial
11530,2017,21,microbial
11531,2018,21,microbial
11532,2019,21,microbial
11533,2020,21,microbial
11534,2021,21,microbial
11535,2022,21,microbial
11536,2023,21,microbial
11537,2024,21,microbial
11538,2025,21,microbial
11539,2013,0,microbial-ecology
11540,2016,0,microbial-ecology
11541,2017,0,microbial-ecology
11542,2018,0,microbial-ecology
11543,2019,0,microbial-ecology
11544,2020,0,microbial-ecology
11545,2021,0,microbial-ecology
11546,2022,30,microbial-ecology
11547,2023,30,microbial-ecology
11548,2024,283,microbial-ecology
11549,2025,283,microbial-ecology
11550,2013,0,microbial-genomics
11551,2016,0,microbial-genomics
11552,2017,0,microbial-genomics
11553,2018,0,microbial-genomics
11554,2019,48,microbial-genomics
11555,2020,48,microbial-genomics
11556,2021,48,microbial-genomics
11557,2022,70,microbial-genomics
11558,2023,108,microbial-genomics
11559,2024,108,microbial-genomics
11560,2025,1701,microbial-genomics
11561,2013,0,microbial-sequences
11562,2016,0,microbial-sequences
11563,2017,0,microbial-sequences
11564,2018,0,microbial-sequences
11565,2019,0,microbial-sequences
11566,2020,0,microbial-sequences
11567,2021,0,microbial-sequences
11568,2022,0,microbial-sequences
11569,2023,118,microbial-sequences
11570,2024,118,microbial-sequences
11571,2025,118,microbial-sequences
11572,2013,0,microbial-taxonomy
11573,2016,0,microbial-taxonomy
11574,2017,0,microbial-taxonomy
11575,2018,0,microbial-taxonomy
11576,2019,0,microbial-taxonomy
11577,2020,0,microbial-taxonomy
11578,2021,0,microbial-taxonomy
11579,2022,0,microbial-taxonomy
11580,2023,0,microbial-taxonomy
11581,2024,114,microbial-taxonomy
11582,2025,114,microbial-taxonomy
11583,2013,0,microbiology
11584,2016,0,microbiology
11585,2017,0,microbiology
11586,2018,0,microbiology
11587,2019,48,microbiology
11588,2020,110,microbiology
11589,2021,110,microbiology
11590,2022,140,microbiology
11591,2023,191,microbiology
11592,2024,191,microbiology
11593,2025,191,microbiology
11594,2013,0,microbiome
11595,2016,0,microbiome
11596,2017,0,microbiome
11597,2018,0,microbiome
11598,2019,0,microbiome
11599,2020,25,microbiome
11600,2021,109,microbiome
11601,2022,242,microbiome
11602,2023,386,microbiome
11603,2024,761,microbiome
11604,2025,2022,microbiome
11605,2013,0,microbiome-analysis
11606,2016,0,microbiome-analysis
11607,2017,0,microbiome-analysis
11608,2018,0,microbiome-analysis
11609,2019,0,microbiome-analysis
11610,2020,0,microbiome-analysis
11611,2021,0,microbiome-analysis
11612,2022,0,microbiome-analysis
11613,2023,0,microbiome-analysis
11614,2024,122,microbiome-analysis
11615,2025,122,microbiome-analysis
11616,2013,0,microbiome-workflow
11617,2016,0,microbiome-workflow
11618,2017,0,microbiome-workflow
11619,2018,0,microbiome-workflow
11620,2019,0,microbiome-workflow
11621,2020,0,microbiome-workflow
11622,2021,0,microbiome-workflow
11623,2022,0,microbiome-workflow
11624,2023,0,microbiome-workflow
11625,2024,122,microbiome-workflow
11626,2025,122,microbiome-workflow
11627,2013,0,microbiota
11628,2016,0,microbiota
11629,2017,0,microbiota
11630,2018,0,microbiota
11631,2019,0,microbiota
11632,2020,0,microbiota
11633,2021,38,microbiota
11634,2022,38,microbiota
11635,2023,38,microbiota
11636,2024,38,microbiota
11637,2025,38,microbiota
11638,2013,0,minhash
11639,2016,0,minhash
11640,2017,0,minhash
11641,2018,0,minhash
11642,2019,0,minhash
11643,2020,48,minhash
11644,2021,48,minhash
11645,2022,48,minhash
11646,2023,91,minhash
11647,2024,91,minhash
11648,2025,623,minhash
11649,2013,0,minimal-perfect-hash
11650,2016,0,minimal-perfect-hash
11651,2017,0,minimal-perfect-hash
11652,2018,0,minimal-perfect-hash
11653,2019,0,minimal-perfect-hash
11654,2020,0,minimal-perfect-hash
11655,2021,0,minimal-perfect-hash
11656,2022,0,minimal-perfect-hash
11657,2023,43,minimal-perfect-hash
11658,2024,43,minimal-perfect-hash
11659,2025,43,minimal-perfect-hash
11660,2013,0,minimap2
11661,2016,0,minimap2
11662,2017,0,minimap2
11663,2018,0,minimap2
11664,2019,0,minimap2
11665,2020,0,minimap2
11666,2021,0,minimap2
11667,2022,30,minimap2
11668,2023,30,minimap2
11669,2024,30,minimap2
11670,2025,30,minimap2
11671,2013,0,minimizers
11672,2016,0,minimizers
11673,2017,0,minimizers
11674,2018,0,minimizers
11675,2019,0,minimizers
11676,2020,0,minimizers
11677,2021,0,minimizers
11678,2022,0,minimizers
11679,2023,45,minimizers
11680,2024,45,minimizers
11681,2025,45,minimizers
11682,2013,0,mirna
11683,2016,0,mirna
11684,2017,0,mirna
11685,2018,0,mirna
11686,2019,35,mirna
11687,2020,35,mirna
11688,2021,35,mirna
11689,2022,65,mirna
11690,2023,65,mirna
11691,2024,65,mirna
11692,2025,65,mirna
11693,2013,0,misassembly-correction
11694,2016,0,misassembly-correction
11695,2017,0,misassembly-correction
11696,2018,0,misassembly-correction
11697,2019,0,misassembly-correction
11698,2020,0,misassembly-correction
11699,2021,0,misassembly-correction
11700,2022,0,misassembly-correction
11701,2023,63,misassembly-correction
11702,2024,63,misassembly-correction
11703,2025,63,misassembly-correction
11704,2013,0,mit-bh
11705,2016,0,mit-bh
11706,2017,0,mit-bh
11707,2018,0,mit-bh
11708,2019,0,mit-bh
11709,2020,0,mit-bh
11710,2021,0,mit-bh
11711,2022,0,mit-bh
11712,2023,0,mit-bh
11713,2024,273,mit-bh
11714,2025,273,mit-bh
11715,2013,0,mit-license
11716,2016,0,mit-license
11717,2017,21,mit-license
11718,2018,21,mit-license
11719,2019,21,mit-license
11720,2020,21,mit-license
11721,2021,21,mit-license
11722,2022,21,mit-license
11723,2023,21,mit-license
11724,2024,21,mit-license
11725,2025,21,mit-license
11726,2013,19,mitochondria
11727,2016,19,mitochondria
11728,2017,19,mitochondria
11729,2018,19,mitochondria
11730,2019,19,mitochondria
11731,2020,19,mitochondria
11732,2021,19,mitochondria
11733,2022,19,mitochondria
11734,2023,19,mitochondria
11735,2024,19,mitochondria
11736,2025,19,mitochondria
11737,2013,0,ml
11738,2016,0,ml
11739,2017,0,ml
11740,2018,0,ml
11741,2019,0,ml
11742,2020,0,ml
11743,2021,0,ml
11744,2022,191,ml
11745,2023,191,ml
11746,2024,191,ml
11747,2025,761,ml
11748,2013,0,mlst
11749,2016,0,mlst
11750,2017,0,mlst
11751,2018,0,mlst
11752,2019,48,mlst
11753,2020,93,mlst
11754,2021,93,mlst
11755,2022,93,mlst
11756,2023,93,mlst
11757,2024,93,mlst
11758,2025,93,mlst
11759,2013,0,mmcif
11760,2016,0,mmcif
11761,2017,10,mmcif
11762,2018,10,mmcif
11763,2019,10,mmcif
11764,2020,52,mmcif
11765,2021,52,mmcif
11766,2022,52,mmcif
11767,2023,52,mmcif
11768,2024,52,mmcif
11769,2025,52,mmcif
11770,2013,0,mmseqs
11771,2016,0,mmseqs
11772,2017,0,mmseqs
11773,2018,0,mmseqs
11774,2019,0,mmseqs
11775,2020,0,mmseqs
11776,2021,0,mmseqs
11777,2022,0,mmseqs
11778,2023,0,mmseqs
11779,2024,0,mmseqs
11780,2025,1920,mmseqs
11781,2013,0,mmtf
11782,2016,0,mmtf
11783,2017,0,mmtf
11784,2018,0,mmtf
11785,2019,0,mmtf
11786,2020,42,mmtf
11787,2021,42,mmtf
11788,2022,42,mmtf
11789,2023,42,mmtf
11790,2024,42,mmtf
11791,2025,42,mmtf
11792,2013,0,mngs
11793,2016,0,mngs
11794,2017,0,mngs
11795,2018,0,mngs
11796,2019,0,mngs
11797,2020,0,mngs
11798,2021,0,mngs
11799,2022,0,mngs
11800,2023,118,mngs
11801,2024,118,mngs
11802,2025,118,mngs
11803,2013,0,model-organisms
11804,2016,0,model-organisms
11805,2017,0,model-organisms
11806,2018,0,model-organisms
11807,2019,0,model-organisms
11808,2020,0,model-organisms
11809,2021,0,model-organisms
11810,2022,66,model-organisms
11811,2023,66,model-organisms
11812,2024,66,model-organisms
11813,2025,66,model-organisms
11814,2013,0,modeling
11815,2016,0,modeling
11816,2017,0,modeling
11817,2018,0,modeling
11818,2019,0,modeling
11819,2020,0,modeling
11820,2021,0,modeling
11821,2022,47,modeling
11822,2023,47,modeling
11823,2024,47,modeling
11824,2025,1090,modeling
11825,2013,0,modern
11826,2016,0,modern
11827,2017,0,modern
11828,2018,0,modern
11829,2019,0,modern
11830,2020,0,modern
11831,2021,0,modern
11832,2022,0,modern
11833,2023,0,modern
11834,2024,0,modern
11835,2025,444,modern
11836,2013,0,moea
11837,2016,0,moea
11838,2017,0,moea
11839,2018,0,moea
11840,2019,0,moea
11841,2020,0,moea
11842,2021,51,moea
11843,2022,51,moea
11844,2023,51,moea
11845,2024,51,moea
11846,2025,51,moea
11847,2013,0,mog
11848,2016,0,mog
11849,2017,0,mog
11850,2018,0,mog
11851,2019,0,mog
11852,2020,0,mog
11853,2021,0,mog
11854,2022,34,mog
11855,2023,34,mog
11856,2024,34,mog
11857,2025,34,mog
11858,2013,0,mol2
11859,2016,0,mol2
11860,2017,0,mol2
11861,2018,0,mol2
11862,2019,0,mol2
11863,2020,0,mol2
11864,2021,0,mol2
11865,2022,0,mol2
11866,2023,0,mol2
11867,2024,743,mol2
11868,2025,743,mol2
11869,2013,0,molecular-biology
11870,2016,0,molecular-biology
11871,2017,0,molecular-biology
11872,2018,0,molecular-biology
11873,2019,0,molecular-biology
11874,2020,0,molecular-biology
11875,2021,0,molecular-biology
11876,2022,0,molecular-biology
11877,2023,0,molecular-biology
11878,2024,716,molecular-biology
11879,2025,1385,molecular-biology
11880,2013,0,molecular-dynamics
11881,2016,0,molecular-dynamics
11882,2017,0,molecular-dynamics
11883,2018,0,molecular-dynamics
11884,2019,26,molecular-dynamics
11885,2020,26,molecular-dynamics
11886,2021,26,molecular-dynamics
11887,2022,26,molecular-dynamics
11888,2023,26,molecular-dynamics
11889,2024,26,molecular-dynamics
11890,2025,26,molecular-dynamics
11891,2013,0,molecular-evolution
11892,2016,0,molecular-evolution
11893,2017,0,molecular-evolution
11894,2018,0,molecular-evolution
11895,2019,0,molecular-evolution
11896,2020,0,molecular-evolution
11897,2021,0,molecular-evolution
11898,2022,0,molecular-evolution
11899,2023,73,molecular-evolution
11900,2024,73,molecular-evolution
11901,2025,73,molecular-evolution
11902,2013,0,molecular-informatics
11903,2016,0,molecular-informatics
11904,2017,0,molecular-informatics
11905,2018,0,molecular-informatics
11906,2019,0,molecular-informatics
11907,2020,0,molecular-informatics
11908,2021,0,molecular-informatics
11909,2022,0,molecular-informatics
11910,2023,75,molecular-informatics
11911,2024,75,molecular-informatics
11912,2025,75,molecular-informatics
11913,2013,0,molecular-interactions
11914,2016,0,molecular-interactions
11915,2017,0,molecular-interactions
11916,2018,0,molecular-interactions
11917,2019,0,molecular-interactions
11918,2020,0,molecular-interactions
11919,2021,0,molecular-interactions
11920,2022,30,molecular-interactions
11921,2023,30,molecular-interactions
11922,2024,30,molecular-interactions
11923,2025,30,molecular-interactions
11924,2013,0,molecular-structures
11925,2016,0,molecular-structures
11926,2017,0,molecular-structures
11927,2018,0,molecular-structures
11928,2019,0,molecular-structures
11929,2020,0,molecular-structures
11930,2021,0,molecular-structures
11931,2022,0,molecular-structures
11932,2023,0,molecular-structures
11933,2024,743,molecular-structures
11934,2025,743,molecular-structures
11935,2013,0,molecule
11936,2016,0,molecule
11937,2017,0,molecule
11938,2018,0,molecule
11939,2019,0,molecule
11940,2020,0,molecule
11941,2021,0,molecule
11942,2022,0,molecule
11943,2023,785,molecule
11944,2024,1528,molecule
11945,2025,1528,molecule
11946,2013,0,molecules
11947,2016,0,molecules
11948,2017,0,molecules
11949,2018,0,molecules
11950,2019,0,molecules
11951,2020,0,molecules
11952,2021,0,molecules
11953,2022,0,molecules
11954,2023,0,molecules
11955,2024,743,molecules
11956,2025,743,molecules
11957,2013,0,mongodb
11958,2016,0,mongodb
11959,2017,10,mongodb
11960,2018,10,mongodb
11961,2019,10,mongodb
11962,2020,10,mongodb
11963,2021,10,mongodb
11964,2022,10,mongodb
11965,2023,10,mongodb
11966,2024,10,mongodb
11967,2025,10,mongodb
11968,2013,0,motif
11969,2016,0,motif
11970,2017,0,motif
11971,2018,0,motif
11972,2019,0,motif
11973,2020,0,motif
11974,2021,0,motif
11975,2022,26,motif
11976,2023,26,motif
11977,2024,26,motif
11978,2025,26,motif
11979,2013,0,motif-analysis
11980,2016,0,motif-analysis
11981,2017,0,motif-analysis
11982,2018,0,motif-analysis
11983,2019,0,motif-analysis
11984,2020,0,motif-analysis
11985,2021,15,motif-analysis
11986,2022,15,motif-analysis
11987,2023,15,motif-analysis
11988,2024,15,motif-analysis
11989,2025,15,motif-analysis
11990,2013,0,motif-discovery
11991,2016,0,motif-discovery
11992,2017,12,motif-discovery
11993,2018,12,motif-discovery
11994,2019,22,motif-discovery
11995,2020,22,motif-discovery
11996,2021,57,motif-discovery
11997,2022,57,motif-discovery
11998,2023,57,motif-discovery
11999,2024,57,motif-discovery
12000,2025,57,motif-discovery
12001,2013,0,motion-tracking
12002,2016,0,motion-tracking
12003,2017,0,motion-tracking
12004,2018,0,motion-tracking
12005,2019,0,motion-tracking
12006,2020,108,motion-tracking
