year;stars;forks;topic
2022;48;0;minhash
2023;91;3;minhash
2024;91;0;minhash
2025;624;88;minhash
2013;0;0;minimal-perfect-hash
2016;0;0;minimal-perfect-hash
2017;0;0;minimal-perfect-hash
2018;0;0;minimal-perfect-hash
2019;0;0;minimal-perfect-hash
2020;0;0;minimal-perfect-hash
2021;0;0;minimal-perfect-hash
2022;0;0;minimal-perfect-hash
2023;43;2;minimal-perfect-hash
2024;43;0;minimal-perfect-hash
2025;43;0;minimal-perfect-hash
2013;0;0;minimap2
2016;0;0;minimap2
2017;0;0;minimap2
2018;0;0;minimap2
2019;0;0;minimap2
2020;0;0;minimap2
2021;0;0;minimap2
2022;30;3;minimap2
2023;30;0;minimap2
2024;30;0;minimap2
2025;30;0;minimap2
2013;0;0;minimizers
2016;0;0;minimizers
2017;0;0;minimizers
2018;0;0;minimizers
2019;0;0;minimizers
2020;0;0;minimizers
2021;0;0;minimizers
2022;0;0;minimizers
2023;45;4;minimizers
2024;45;0;minimizers
2025;45;0;minimizers
2013;0;0;mirna
2016;0;0;mirna
2017;0;0;mirna
2018;0;0;mirna
2019;35;28;mirna
2020;35;0;mirna
2021;35;0;mirna
2022;65;19;mirna
2023;65;0;mirna
2024;65;0;mirna
2025;65;0;mirna
2013;0;0;misassembly-correction
2016;0;0;misassembly-correction
2017;0;0;misassembly-correction
2018;0;0;misassembly-correction
2019;0;0;misassembly-correction
2020;0;0;misassembly-correction
2021;0;0;misassembly-correction
2022;0;0;misassembly-correction
2023;63;13;misassembly-correction
2024;63;0;misassembly-correction
2025;63;0;misassembly-correction
2013;0;0;mit-bh
2016;0;0;mit-bh
2017;0;0;mit-bh
2018;0;0;mit-bh
2019;0;0;mit-bh
2020;0;0;mit-bh
2021;0;0;mit-bh
2022;0;0;mit-bh
2023;0;0;mit-bh
2024;273;86;mit-bh
2025;273;0;mit-bh
2013;0;0;mit-license
2016;0;0;mit-license
2017;21;15;mit-license
2018;21;0;mit-license
2019;21;0;mit-license
2020;21;0;mit-license
2021;21;0;mit-license
2022;21;0;mit-license
2023;21;0;mit-license
2024;21;0;mit-license
2025;21;0;mit-license
2013;19;7;mitochondria
2016;19;0;mitochondria
2017;19;0;mitochondria
2018;19;0;mitochondria
2019;19;0;mitochondria
2020;19;0;mitochondria
2021;19;0;mitochondria
2022;19;0;mitochondria
2023;19;0;mitochondria
2024;19;0;mitochondria
2025;19;0;mitochondria
2013;0;0;ml
2016;0;0;ml
2017;0;0;ml
2018;0;0;ml
2019;0;0;ml
2020;0;0;ml
2021;0;0;ml
2022;191;62;ml
2023;191;0;ml
2024;191;0;ml
2025;763;54;ml
2013;0;0;mlst
2016;0;0;mlst
2017;0;0;mlst
2018;0;0;mlst
2019;48;36;mlst
2020;93;8;mlst
2021;93;0;mlst
2022;93;0;mlst
2023;93;0;mlst
2024;93;0;mlst
2025;93;0;mlst
2013;0;0;mmcif
2016;0;0;mmcif
2017;10;0;mmcif
2018;10;0;mmcif
2019;10;0;mmcif
2020;52;7;mmcif
2021;52;0;mmcif
2022;52;0;mmcif
2023;52;0;mmcif
2024;52;0;mmcif
2025;52;0;mmcif
2013;0;0;mmseqs
2016;0;0;mmseqs
2017;0;0;mmseqs
2018;0;0;mmseqs
2019;0;0;mmseqs
2020;0;0;mmseqs
2021;0;0;mmseqs
2022;0;0;mmseqs
2023;0;0;mmseqs
2024;0;0;mmseqs
2025;1925;262;mmseqs
2013;0;0;mmtf
2016;0;0;mmtf
2017;0;0;mmtf
2018;0;0;mmtf
2019;0;0;mmtf
2020;42;7;mmtf
2021;42;0;mmtf
2022;42;0;mmtf
2023;42;0;mmtf
2024;42;0;mmtf
2025;42;0;mmtf
2013;0;0;mngs
2016;0;0;mngs
2017;0;0;mngs
2018;0;0;mngs
2019;0;0;mngs
2020;0;0;mngs
2021;0;0;mngs
2022;0;0;mngs
2023;118;24;mngs
2024;118;0;mngs
2025;118;0;mngs
2013;0;0;model-organisms
2016;0;0;model-organisms
2017;0;0;model-organisms
2018;0;0;model-organisms
2019;0;0;model-organisms
2020;0;0;model-organisms
2021;0;0;model-organisms
2022;66;25;model-organisms
2023;66;0;model-organisms
2024;66;0;model-organisms
2025;66;0;model-organisms
2013;0;0;modeling
2016;0;0;modeling
2017;0;0;modeling
2018;0;0;modeling
2019;0;0;modeling
2020;0;0;modeling
2021;0;0;modeling
2022;47;21;modeling
2023;47;0;modeling
2024;47;0;modeling
2025;1096;276;modeling
2013;0;0;modern
2016;0;0;modern
2017;0;0;modern
2018;0;0;modern
2019;0;0;modern
2020;0;0;modern
2021;0;0;modern
2022;0;0;modern
2023;0;0;modern
2024;0;0;modern
2025;445;87;modern
2013;0;0;moea
2016;0;0;moea
2017;0;0;moea
2018;0;0;moea
2019;0;0;moea
2020;0;0;moea
2021;51;22;moea
2022;51;0;moea
2023;51;0;moea
2024;51;0;moea
2025;51;0;moea
2013;0;0;mog
2016;0;0;mog
2017;0;0;mog
2018;0;0;mog
2019;0;0;mog
2020;0;0;mog
2021;0;0;mog
2022;34;14;mog
2023;34;0;mog
2024;34;0;mog
2025;34;0;mog
2013;0;0;mol2
2016;0;0;mol2
2017;0;0;mol2
2018;0;0;mol2
2019;0;0;mol2
2020;0;0;mol2
2021;0;0;mol2
2022;0;0;mol2
2023;0;0;mol2
2024;745;117;mol2
2025;745;0;mol2
2013;0;0;molecular-biology
2016;0;0;molecular-biology
2017;0;0;molecular-biology
2018;0;0;molecular-biology
2019;0;0;molecular-biology
2020;0;0;molecular-biology
2021;0;0;molecular-biology
2022;0;0;molecular-biology
2023;0;0;molecular-biology
2024;719;73;molecular-biology
2025;1390;103;molecular-biology
2013;0;0;molecular-dynamics
2016;0;0;molecular-dynamics
2017;0;0;molecular-dynamics
2018;0;0;molecular-dynamics
2019;26;10;molecular-dynamics
2020;26;0;molecular-dynamics
2021;26;0;molecular-dynamics
2022;26;0;molecular-dynamics
2023;26;0;molecular-dynamics
2024;26;0;molecular-dynamics
2025;26;0;molecular-dynamics
2013;0;0;molecular-evolution
2016;0;0;molecular-evolution
2017;0;0;molecular-evolution
2018;0;0;molecular-evolution
2019;0;0;molecular-evolution
2020;0;0;molecular-evolution
2021;0;0;molecular-evolution
2022;0;0;molecular-evolution
2023;73;10;molecular-evolution
2024;73;0;molecular-evolution
2025;73;0;molecular-evolution
2013;0;0;molecular-informatics
2016;0;0;molecular-informatics
2017;0;0;molecular-informatics
2018;0;0;molecular-informatics
2019;0;0;molecular-informatics
2020;0;0;molecular-informatics
2021;0;0;molecular-informatics
2022;0;0;molecular-informatics
2023;75;11;molecular-informatics
2024;75;0;molecular-informatics
2025;75;0;molecular-informatics
2013;0;0;molecular-interactions
2016;0;0;molecular-interactions
2017;0;0;molecular-interactions
2018;0;0;molecular-interactions
2019;0;0;molecular-interactions
2020;0;0;molecular-interactions
2021;0;0;molecular-interactions
2022;30;7;molecular-interactions
2023;30;0;molecular-interactions
2024;30;0;molecular-interactions
2025;30;0;molecular-interactions
2013;0;0;molecular-structures
2016;0;0;molecular-structures
2017;0;0;molecular-structures
2018;0;0;molecular-structures
2019;0;0;molecular-structures
2020;0;0;molecular-structures
2021;0;0;molecular-structures
2022;0;0;molecular-structures
2023;0;0;molecular-structures
2024;745;117;molecular-structures
2025;745;0;molecular-structures
2013;0;0;molecule
2016;0;0;molecule
2017;0;0;molecule
2018;0;0;molecule
2019;0;0;molecule
2020;0;0;molecule
2021;0;0;molecule
2022;0;0;molecule
2023;786;161;molecule
2024;1531;117;molecule
2025;1531;0;molecule
2013;0;0;molecules
2016;0;0;molecules
2017;0;0;molecules
2018;0;0;molecules
2019;0;0;molecules
2020;0;0;molecules
2021;0;0;molecules
2022;0;0;molecules
2023;0;0;molecules
2024;745;117;molecules
2025;745;0;molecules
2013;0;0;mongodb
2016;0;0;mongodb
2017;10;10;mongodb
2018;10;0;mongodb
2019;10;0;mongodb
2020;10;0;mongodb
2021;10;0;mongodb
2022;10;0;mongodb
2023;10;0;mongodb
2024;10;0;mongodb
2025;10;0;mongodb
2013;0;0;motif
2016;0;0;motif
2017;0;0;motif
2018;0;0;motif
2019;0;0;motif
2020;0;0;motif
2021;0;0;motif
2022;26;11;motif
2023;26;0;motif
2024;26;0;motif
2025;26;0;motif
2013;0;0;motif-analysis
2016;0;0;motif-analysis
2017;0;0;motif-analysis
2018;0;0;motif-analysis
2019;0;0;motif-analysis
2020;0;0;motif-analysis
2021;15;5;motif-analysis
2022;15;0;motif-analysis
2023;15;0;motif-analysis
2024;15;0;motif-analysis
2025;15;0;motif-analysis
2013;0;0;motif-discovery
2016;0;0;motif-discovery
2017;12;3;motif-discovery
2018;12;0;motif-discovery
2019;22;3;motif-discovery
2020;22;0;motif-discovery
2021;57;6;motif-discovery
2022;57;0;motif-discovery
2023;57;0;motif-discovery
2024;57;0;motif-discovery
2025;57;0;motif-discovery
2013;0;0;motion-tracking
2016;0;0;motion-tracking
2017;0;0;motion-tracking
2018;0;0;motion-tracking
2019;0;0;motion-tracking
2020;110;20;motion-tracking
2021;110;0;motion-tracking
2022;110;0;motion-tracking
2023;110;0;motion-tracking
2024;110;0;motion-tracking
2025;110;0;motion-tracking
2013;0;0;mpi
2016;0;0;mpi
2017;0;0;mpi
2018;0;0;mpi
2019;0;0;mpi
2020;0;0;mpi
2021;0;0;mpi
2022;86;7;mpi
2023;86;0;mpi
2024;86;0;mpi
2025;534;64;mpi
2013;0;0;mpi-io
2016;0;0;mpi-io
2017;0;0;mpi-io
2018;0;0;mpi-io
2019;0;0;mpi-io
2020;0;0;mpi-io
2021;0;0;mpi-io
2022;86;7;mpi-io
2023;86;0;mpi-io
2024;86;0;mpi-io
2025;86;0;mpi-io
2013;0;0;mri
2016;0;0;mri
2017;21;15;mri
2018;21;0;mri
2019;21;0;mri
2020;21;0;mri
2021;21;0;mri
2022;21;0;mri
2023;21;0;mri
2024;21;0;mri
2025;21;0;mri
2013;0;0;ms-data
2016;0;0;ms-data
2017;0;0;ms-data
2018;0;0;ms-data
2019;0;0;ms-data
2020;0;0;ms-data
2021;0;0;ms-data
2022;0;0;ms-data
2023;51;13;ms-data
2024;51;0;ms-data
2025;51;0;ms-data
2013;0;0;msa
2016;0;0;msa
2017;0;0;msa
2018;0;0;msa
2019;20;5;msa
2020;20;0;msa
2021;89;6;msa
2022;89;0;msa
2023;89;0;msa
2024;259;20;msa
2025;259;0;msa
2013;0;0;msa-viewer
2016;0;0;msa-viewer
2017;0;0;msa-viewer
2018;0;0;msa-viewer
2019;20;5;msa-viewer
2020;20;0;msa-viewer
2021;20;0;msa-viewer
2022;20;0;msa-viewer
2023;20;0;msa-viewer
2024;20;0;msa-viewer
2025;20;0;msa-viewer
2013;0;0;msspe
2016;0;0;msspe
2017;0;0;msspe
2018;0;0;msspe
2019;0;0;msspe
2020;0;0;msspe
2021;0;0;msspe
2022;25;9;msspe
2023;25;0;msspe
2024;25;0;msspe
2025;25;0;msspe
2013;0;0;multi-camera
2016;0;0;multi-camera
2017;0;0;multi-camera
2018;0;0;multi-camera
2019;0;0;multi-camera
2020;110;20;multi-camera
2021;110;0;multi-camera
2022;110;0;multi-camera
2023;110;0;multi-camera
2024;110;0;multi-camera
2025;110;0;multi-camera
2013;0;0;multi-camera-tracker
2016;0;0;multi-camera-tracker
2017;0;0;multi-camera-tracker
2018;0;0;multi-camera-tracker
2019;0;0;multi-camera-tracker
2020;110;20;multi-camera-tracker
2021;110;0;multi-camera-tracker
2022;110;0;multi-camera-tracker
2023;110;0;multi-camera-tracker
2024;110;0;multi-camera-tracker
2025;110;0;multi-camera-tracker
2013;0;0;multi-camera-tracking
2016;0;0;multi-camera-tracking
2017;0;0;multi-camera-tracking
2018;0;0;multi-camera-tracking
2019;0;0;multi-camera-tracking
2020;110;20;multi-camera-tracking
2021;110;0;multi-camera-tracking
2022;110;0;multi-camera-tracking
2023;110;0;multi-camera-tracking
2024;110;0;multi-camera-tracking
2025;110;0;multi-camera-tracking
2013;0;0;multi-layer
2016;0;0;multi-layer
2017;0;0;multi-layer
2018;0;0;multi-layer
2019;0;0;multi-layer
2020;84;32;multi-layer
2021;84;0;multi-layer
2022;84;0;multi-layer
2023;84;0;multi-layer
2024;84;0;multi-layer
2025;84;0;multi-layer
2013;0;0;multi-llm-consensus
2016;0;0;multi-llm-consensus
2017;0;0;multi-llm-consensus
2018;0;0;multi-llm-consensus
2019;0;0;multi-llm-consensus
2020;0;0;multi-llm-consensus
2021;0;0;multi-llm-consensus
2022;0;0;multi-llm-consensus
2023;0;0;multi-llm-consensus
2024;0;0;multi-llm-consensus
2025;623;52;multi-llm-consensus
2013;0;0;multi-omics
2016;0;0;multi-omics
2017;0;0;multi-omics
2018;0;0;multi-omics
2019;0;0;multi-omics
2020;0;0;multi-omics
2021;0;0;multi-omics
2022;0;0;multi-omics
2023;50;21;multi-omics
2024;50;0;multi-omics
2025;50;0;multi-omics
2013;0;0;multiclass-classification
2016;0;0;multiclass-classification
2017;0;0;multiclass-classification
2018;0;0;multiclass-classification
2019;32;15;multiclass-classification
2020;32;0;multiclass-classification
2021;32;0;multiclass-classification
2022;32;0;multiclass-classification
2023;32;0;multiclass-classification
2024;32;0;multiclass-classification
2025;32;0;multiclass-classification
2013;0;0;multiobjective
2016;0;0;multiobjective
2017;0;0;multiobjective
2018;0;0;multiobjective
2019;0;0;multiobjective
2020;0;0;multiobjective
2021;51;22;multiobjective
2022;51;0;multiobjective
2023;51;0;multiobjective
2024;51;0;multiobjective
2025;51;0;multiobjective
2013;0;0;multiobjective-optimization
2016;0;0;multiobjective-optimization
2017;0;0;multiobjective-optimization
2018;0;0;multiobjective-optimization
2019;0;0;multiobjective-optimization
2020;0;0;multiobjective-optimization
2021;51;22;multiobjective-optimization
2022;51;0;multiobjective-optimization
2023;51;0;multiobjective-optimization
2024;51;0;multiobjective-optimization
2025;51;0;multiobjective-optimization
2013;0;0;multiparty-computation
2016;0;0;multiparty-computation
2017;0;0;multiparty-computation
2018;0;0;multiparty-computation
2019;0;0;multiparty-computation
2020;17;5;multiparty-computation
2021;17;0;multiparty-computation
2022;17;0;multiparty-computation
2023;17;0;multiparty-computation
2024;17;0;multiparty-computation
2025;17;0;multiparty-computation
2013;0;0;multiple-sequence-alignment
2016;0;0;multiple-sequence-alignment
2017;0;0;multiple-sequence-alignment
2018;13;3;multiple-sequence-alignment
2019;13;0;multiple-sequence-alignment
2020;13;0;multiple-sequence-alignment
2021;13;0;multiple-sequence-alignment
2022;13;0;multiple-sequence-alignment
2023;86;18;multiple-sequence-alignment
2024;256;20;multiple-sequence-alignment
2025;2826;690;multiple-sequence-alignment
2013;0;0;multiplexpcr
2016;0;0;multiplexpcr
2017;0;0;multiplexpcr
2018;0;0;multiplexpcr
2019;0;0;multiplexpcr
2020;0;0;multiplexpcr
2021;0;0;multiplexpcr
2022;0;0;multiplexpcr
2023;0;0;multiplexpcr
2024;0;0;multiplexpcr
2025;522;40;multiplexpcr
2013;0;0;multiqc
2016;0;0;multiqc
2017;0;0;multiqc
2018;0;0;multiqc
2019;0;0;multiqc
2020;0;0;multiqc
2021;0;0;multiqc
2022;0;0;multiqc
2023;0;0;multiqc
2024;0;0;multiqc
2025;1399;645;multiqc
2013;0;0;multivariate-analysis
2016;0;0;multivariate-analysis
2017;0;0;multivariate-analysis
2018;0;0;multivariate-analysis
2019;0;0;multivariate-analysis
2020;32;7;multivariate-analysis
2021;32;0;multivariate-analysis
2022;32;0;multivariate-analysis
2023;32;0;multivariate-analysis
2024;32;0;multivariate-analysis
2025;32;0;multivariate-analysis
2013;0;0;multivariate-statistics
2016;0;0;multivariate-statistics
2017;0;0;multivariate-statistics
2018;0;0;multivariate-statistics
2019;0;0;multivariate-statistics
2020;32;7;multivariate-statistics
2021;32;0;multivariate-statistics
2022;32;0;multivariate-statistics
2023;32;0;multivariate-statistics
2024;32;0;multivariate-statistics
2025;32;0;multivariate-statistics
2013;0;0;mummer
2016;0;0;mummer
2017;0;0;mummer
2018;0;0;mummer
2019;0;0;mummer
2020;27;4;mummer
2021;27;0;mummer
2022;27;0;mummer
2023;27;0;mummer
2024;27;0;mummer
2025;27;0;mummer
2013;0;0;music
2016;0;0;music
2017;0;0;music
2018;0;0;music
2019;0;0;music
2020;0;0;music
2021;0;0;music
2022;18;5;music
2023;18;0;music
2024;18;0;music
2025;18;0;music
2013;0;0;mutation
2016;0;0;mutation
2017;21;6;mutation
2018;21;0;mutation
2019;21;0;mutation
2020;21;0;mutation
2021;21;0;mutation
2022;178;37;mutation
2023;222;18;mutation
2024;222;0;mutation
2025;222;0;mutation
2013;0;0;mutational-signatures
2016;0;0;mutational-signatures
2017;0;0;mutational-signatures
2018;0;0;mutational-signatures
2019;0;0;mutational-signatures
2020;0;0;mutational-signatures
2021;0;0;mutational-signatures
2022;19;5;mutational-signatures
2023;19;0;mutational-signatures
2024;91;19;mutational-signatures
2025;91;0;mutational-signatures
2013;0;0;mutations
2016;0;0;mutations
2017;0;0;mutations
2018;0;0;mutations
2019;0;0;mutations
2020;48;3;mutations
2021;71;7;mutations
2022;71;0;mutations
2023;71;0;mutations
2024;71;0;mutations
2025;71;0;mutations
2013;0;0;mybinder
2016;0;0;mybinder
2017;12;7;mybinder
2018;12;0;mybinder
2019;12;0;mybinder
2020;12;0;mybinder
2021;12;0;mybinder
2022;12;0;mybinder
2023;12;0;mybinder
2024;12;0;mybinder
2025;12;0;mybinder
2013;0;0;myvcf-gui
2016;0;0;myvcf-gui
2017;0;0;myvcf-gui
2018;0;0;myvcf-gui
2019;0;0;myvcf-gui
2020;0;0;myvcf-gui
2021;20;13;myvcf-gui
2022;20;0;myvcf-gui
2023;20;0;myvcf-gui
2024;20;0;myvcf-gui
2025;20;0;myvcf-gui
2013;0;0;named-entity-recognition
2016;0;0;named-entity-recognition
2017;0;0;named-entity-recognition
2018;0;0;named-entity-recognition
2019;0;0;named-entity-recognition
2020;0;0;named-entity-recognition
2021;0;0;named-entity-recognition
2022;0;0;named-entity-recognition
2023;0;0;named-entity-recognition
2024;135;27;named-entity-recognition
2025;135;0;named-entity-recognition
2013;0;0;nanopore
2016;0;0;nanopore
2017;0;0;nanopore
2018;19;0;nanopore
2019;19;0;nanopore
2020;159;18;nanopore
2021;159;0;nanopore
2022;196;16;nanopore
2023;239;3;nanopore
2024;367;23;nanopore
2025;997;100;nanopore
2013;0;0;nanopore-sequencing
2016;0;0;nanopore-sequencing
2017;0;0;nanopore-sequencing
2018;0;0;nanopore-sequencing
2019;0;0;nanopore-sequencing
2020;0;0;nanopore-sequencing
2021;0;0;nanopore-sequencing
2022;0;0;nanopore-sequencing
2023;117;22;nanopore-sequencing
2024;212;16;nanopore-sequencing
2025;212;0;nanopore-sequencing
2013;0;0;nasqar
2016;0;0;nasqar
2017;0;0;nasqar
2018;0;0;nasqar
2019;0;0;nasqar
2020;32;11;nasqar
2021;32;0;nasqar
2022;32;0;nasqar
2023;32;0;nasqar
2024;32;0;nasqar
2025;32;0;nasqar
2013;0;0;natural-language-processing
2016;0;0;natural-language-processing
2017;0;0;natural-language-processing
2018;41;19;natural-language-processing
2019;95;11;natural-language-processing
2020;95;0;natural-language-processing
2021;181;26;natural-language-processing
2022;181;0;natural-language-processing
2023;181;0;natural-language-processing
2024;181;0;natural-language-processing
2025;181;0;natural-language-processing
2013;0;0;natural-language-understanding
2016;0;0;natural-language-understanding
2017;0;0;natural-language-understanding
2018;23;10;natural-language-understanding
2019;23;0;natural-language-understanding
2020;23;0;natural-language-understanding
2021;23;0;natural-language-understanding
2022;129;29;natural-language-understanding
2023;129;0;natural-language-understanding
2024;129;0;natural-language-understanding
2025;129;0;natural-language-understanding
2013;0;0;ncbi
2016;0;0;ncbi
2017;0;0;ncbi
2018;0;0;ncbi
2019;15;4;ncbi
2020;15;0;ncbi
2021;15;0;ncbi
2022;95;18;ncbi
2023;95;0;ncbi
2024;237;48;ncbi
2025;1290;177;ncbi
2013;0;0;ncbi-biosamples
2016;0;0;ncbi-biosamples
2017;0;0;ncbi-biosamples
2018;0;0;ncbi-biosamples
2019;0;0;ncbi-biosamples
2020;0;0;ncbi-biosamples
2021;17;1;ncbi-biosamples
2022;17;0;ncbi-biosamples
2023;17;0;ncbi-biosamples
2024;17;0;ncbi-biosamples
2025;17;0;ncbi-biosamples
2013;0;0;ncbi-blast
2016;0;0;ncbi-blast
2017;0;0;ncbi-blast
2018;0;0;ncbi-blast
2019;0;0;ncbi-blast
2020;0;0;ncbi-blast
2021;0;0;ncbi-blast
2022;68;21;ncbi-blast
2023;68;0;ncbi-blast
2024;68;0;ncbi-blast
2025;68;0;ncbi-blast
2013;0;0;ncbi-sra
2016;0;0;ncbi-sra
2017;0;0;ncbi-sra
2018;0;0;ncbi-sra
2019;0;0;ncbi-sra
2020;0;0;ncbi-sra
2021;147;30;ncbi-sra
2022;147;0;ncbi-sra
2023;147;0;ncbi-sra
2024;147;0;ncbi-sra
2025;147;0;ncbi-sra
2013;0;0;ncbi-taxonomy
2016;120;19;ncbi-taxonomy
2017;120;0;ncbi-taxonomy
2018;120;0;ncbi-taxonomy
2019;120;0;ncbi-taxonomy
2020;120;0;ncbi-taxonomy
2021;120;0;ncbi-taxonomy
2022;159;15;ncbi-taxonomy
2023;206;5;ncbi-taxonomy
2024;288;20;ncbi-taxonomy
2025;288;0;ncbi-taxonomy
2013;0;0;ncrna
2016;0;0;ncrna
2017;0;0;ncrna
2018;0;0;ncrna
2019;35;28;ncrna
2020;35;0;ncrna
2021;35;0;ncrna
2022;35;0;ncrna
2023;35;0;ncrna
2024;35;0;ncrna
2025;35;0;ncrna
2013;0;0;needleman-wunsch
2016;0;0;needleman-wunsch
2017;0;0;needleman-wunsch
2018;13;5;needleman-wunsch
2019;25;0;needleman-wunsch
2020;25;0;needleman-wunsch
2021;25;0;needleman-wunsch
2022;25;0;needleman-wunsch
2023;25;0;needleman-wunsch
2024;25;0;needleman-wunsch
2025;25;0;needleman-wunsch
2013;0;0;needleman-wunsch-algorithm
2016;0;0;needleman-wunsch-algorithm
2017;0;0;needleman-wunsch-algorithm
2018;13;5;needleman-wunsch-algorithm
2019;13;0;needleman-wunsch-algorithm
2020;13;0;needleman-wunsch-algorithm
2021;13;0;needleman-wunsch-algorithm
2022;13;0;needleman-wunsch-algorithm
2023;63;7;needleman-wunsch-algorithm
2024;63;0;needleman-wunsch-algorithm
2025;63;0;needleman-wunsch-algorithm
2013;0;0;neon
2016;0;0;neon
2017;0;0;neon
2018;0;0;neon
2019;0;0;neon
2020;0;0;neon
2021;0;0;neon
2022;0;0;neon
2023;0;0;neon
2024;137;9;neon
2025;137;0;neon
2013;0;0;network-analysis
2016;0;0;network-analysis
2017;0;0;network-analysis
2018;0;0;network-analysis
2019;23;16;network-analysis
2020;23;0;network-analysis
2021;23;0;network-analysis
2022;23;0;network-analysis
2023;23;0;network-analysis
2024;23;0;network-analysis
2025;23;0;network-analysis
2013;0;0;network-biology
2016;0;0;network-biology
2017;0;0;network-biology
2018;0;0;network-biology
2019;0;0;network-biology
2020;0;0;network-biology
2021;0;0;network-biology
2022;32;6;network-biology
2023;32;0;network-biology
2024;32;0;network-biology
2025;32;0;network-biology
2013;0;0;network-graph
2016;0;0;network-graph
2017;0;0;network-graph
2018;0;0;network-graph
2019;0;0;network-graph
2020;0;0;network-graph
2021;0;0;network-graph
2022;0;0;network-graph
2023;0;0;network-graph
2024;0;0;network-graph
2025;1196;192;network-graph
2013;0;0;network-medicine
2016;0;0;network-medicine
2017;0;0;network-medicine
2018;0;0;network-medicine
2019;0;0;network-medicine
2020;0;0;network-medicine
2021;0;0;network-medicine
2022;0;0;network-medicine
2023;0;0;network-medicine
