,year,stars,forks,topic
9191,2021,0,0,histone-modifications
9192,2022,0,0,histone-modifications
9193,2023,36,2,histone-modifications
9194,2024,36,0,histone-modifications
9195,2025,36,0,histone-modifications
9196,2013,0,0,hla
9197,2016,0,0,hla
9198,2017,0,0,hla
9199,2018,0,0,hla
9200,2019,33,18,hla
9201,2020,33,0,hla
9202,2021,33,0,hla
9203,2022,33,0,hla
9204,2023,33,0,hla
9205,2024,33,0,hla
9206,2025,33,0,hla
9207,2013,0,0,hla-typing
9208,2016,0,0,hla-typing
9209,2017,0,0,hla-typing
9210,2018,0,0,hla-typing
9211,2019,14,10,hla-typing
9212,2020,14,0,hla-typing
9213,2021,14,0,hla-typing
9214,2022,14,0,hla-typing
9215,2023,14,0,hla-typing
9216,2024,14,0,hla-typing
9217,2025,14,0,hla-typing
9218,2013,0,0,hmm
9219,2016,0,0,hmm
9220,2017,0,0,hmm
9221,2018,0,0,hmm
9222,2019,37,22,hmm
9223,2020,54,3,hmm
9224,2021,153,31,hmm
9225,2022,153,0,hmm
9226,2023,153,0,hmm
9227,2024,153,0,hmm
9228,2025,153,0,hmm
9229,2013,0,0,homologene
9230,2016,0,0,homologene
9231,2017,0,0,homologene
9232,2018,0,0,homologene
9233,2019,0,0,homologene
9234,2020,0,0,homologene
9235,2021,0,0,homologene
9236,2022,0,0,homologene
9237,2023,47,5,homologene
9238,2024,47,0,homologene
9239,2025,47,0,homologene
9240,2013,0,0,homology
9241,2016,0,0,homology
9242,2017,0,0,homology
9243,2018,0,0,homology
9244,2019,0,0,homology
9245,2020,0,0,homology
9246,2021,46,1,homology
9247,2022,46,0,homology
9248,2023,46,0,homology
9249,2024,46,0,homology
9250,2025,46,0,homology
9251,2013,0,0,homomorphic-encryption
9252,2016,0,0,homomorphic-encryption
9253,2017,0,0,homomorphic-encryption
9254,2018,10,3,homomorphic-encryption
9255,2019,10,0,homomorphic-encryption
9256,2020,10,0,homomorphic-encryption
9257,2021,10,0,homomorphic-encryption
9258,2022,10,0,homomorphic-encryption
9259,2023,10,0,homomorphic-encryption
9260,2024,10,0,homomorphic-encryption
9261,2025,10,0,homomorphic-encryption
9262,2013,0,0,horizontal-gene-transfer
9263,2016,0,0,horizontal-gene-transfer
9264,2017,0,0,horizontal-gene-transfer
9265,2018,0,0,horizontal-gene-transfer
9266,2019,0,0,horizontal-gene-transfer
9267,2020,0,0,horizontal-gene-transfer
9268,2021,0,0,horizontal-gene-transfer
9269,2022,0,0,horizontal-gene-transfer
9270,2023,65,17,horizontal-gene-transfer
9271,2024,65,0,horizontal-gene-transfer
9272,2025,65,0,horizontal-gene-transfer
9273,2013,0,0,howto
9274,2016,0,0,howto
9275,2017,0,0,howto
9276,2018,0,0,howto
9277,2019,0,0,howto
9278,2020,0,0,howto
9279,2021,0,0,howto
9280,2022,0,0,howto
9281,2023,0,0,howto
9282,2024,190,66,howto
9283,2025,190,0,howto
9284,2013,0,0,hpc
9285,2016,0,0,hpc
9286,2017,0,0,hpc
9287,2018,0,0,hpc
9288,2019,0,0,hpc
9289,2020,0,0,hpc
9290,2021,0,0,hpc
9291,2022,29,4,hpc
9292,2023,29,0,hpc
9293,2024,29,0,hpc
9294,2025,4324,1135,hpc
9295,2013,0,0,html
9296,2016,0,0,html
9297,2017,0,0,html
9298,2018,16,3,html
9299,2019,16,0,html
9300,2020,16,0,html
9301,2021,16,0,html
9302,2022,16,0,html
9303,2023,16,0,html
9304,2024,16,0,html
9305,2025,16,0,html
9306,2013,0,0,htmlwidgets
9307,2016,0,0,htmlwidgets
9308,2017,0,0,htmlwidgets
9309,2018,0,0,htmlwidgets
9310,2019,39,9,htmlwidgets
9311,2020,39,0,htmlwidgets
9312,2021,39,0,htmlwidgets
9313,2022,39,0,htmlwidgets
9314,2023,39,0,htmlwidgets
9315,2024,39,0,htmlwidgets
9316,2025,39,0,htmlwidgets
9317,2013,0,0,htseq
9318,2016,0,0,htseq
9319,2017,0,0,htseq
9320,2018,0,0,htseq
9321,2019,0,0,htseq
9322,2020,0,0,htseq
9323,2021,0,0,htseq
9324,2022,0,0,htseq
9325,2023,0,0,htseq
9326,2024,158,51,htseq
9327,2025,158,0,htseq
9328,2013,0,0,htslib
9329,2016,0,0,htslib
9330,2017,49,18,htslib
9331,2018,49,0,htslib
9332,2019,49,0,htslib
9333,2020,49,0,htslib
9334,2021,69,0,htslib
9335,2022,69,0,htslib
9336,2023,69,0,htslib
9337,2024,69,0,htslib
9338,2025,2262,828,htslib
9339,2013,0,0,huffman
9340,2016,0,0,huffman
9341,2017,0,0,huffman
9342,2018,0,0,huffman
9343,2019,0,0,huffman
9344,2020,0,0,huffman
9345,2021,0,0,huffman
9346,2022,18,5,huffman
9347,2023,18,0,huffman
9348,2024,18,0,huffman
9349,2025,18,0,huffman
9350,2013,0,0,human
9351,2016,0,0,human
9352,2017,0,0,human
9353,2018,0,0,human
9354,2019,10,6,human
9355,2020,10,0,human
9356,2021,10,0,human
9357,2022,10,0,human
9358,2023,10,0,human
9359,2024,10,0,human
9360,2025,10,0,human
9361,2013,0,0,human-cell-atlas
9362,2016,0,0,human-cell-atlas
9363,2017,0,0,human-cell-atlas
9364,2018,0,0,human-cell-atlas
9365,2019,15,8,human-cell-atlas
9366,2020,15,0,human-cell-atlas
9367,2021,15,0,human-cell-atlas
9368,2022,15,0,human-cell-atlas
9369,2023,15,0,human-cell-atlas
9370,2024,15,0,human-cell-atlas
9371,2025,15,0,human-cell-atlas
9372,2013,0,0,human-genomes
9373,2016,0,0,human-genomes
9374,2017,0,0,human-genomes
9375,2018,0,0,human-genomes
9376,2019,0,0,human-genomes
9377,2020,0,0,human-genomes
9378,2021,0,0,human-genomes
9379,2022,0,0,human-genomes
9380,2023,46,15,human-genomes
9381,2024,46,0,human-genomes
9382,2025,46,0,human-genomes
9383,2013,0,0,hybrid-assembly
9384,2016,0,0,hybrid-assembly
9385,2017,0,0,hybrid-assembly
9386,2018,0,0,hybrid-assembly
9387,2019,0,0,hybrid-assembly
9388,2020,78,9,hybrid-assembly
9389,2021,78,0,hybrid-assembly
9390,2022,78,0,hybrid-assembly
9391,2023,78,0,hybrid-assembly
9392,2024,78,0,hybrid-assembly
9393,2025,78,0,hybrid-assembly
9394,2013,0,0,hydrogen-bonds
9395,2016,0,0,hydrogen-bonds
9396,2017,0,0,hydrogen-bonds
9397,2018,11,5,hydrogen-bonds
9398,2019,39,15,hydrogen-bonds
9399,2020,39,0,hydrogen-bonds
9400,2021,39,0,hydrogen-bonds
9401,2022,39,0,hydrogen-bonds
9402,2023,39,0,hydrogen-bonds
9403,2024,39,0,hydrogen-bonds
9404,2025,39,0,hydrogen-bonds
9405,2013,0,0,hyper-parameter-optimization
9406,2016,0,0,hyper-parameter-optimization
9407,2017,0,0,hyper-parameter-optimization
9408,2018,0,0,hyper-parameter-optimization
9409,2019,0,0,hyper-parameter-optimization
9410,2020,0,0,hyper-parameter-optimization
9411,2021,0,0,hyper-parameter-optimization
9412,2022,0,0,hyper-parameter-optimization
9413,2023,0,0,hyper-parameter-optimization
9414,2024,114,44,hyper-parameter-optimization
9415,2025,114,0,hyper-parameter-optimization
9416,2013,0,0,ig
9417,2016,0,0,ig
9418,2017,0,0,ig
9419,2018,0,0,ig
9420,2019,0,0,ig
9421,2020,40,21,ig
9422,2021,40,0,ig
9423,2022,40,0,ig
9424,2023,40,0,ig
9425,2024,40,0,ig
9426,2025,40,0,ig
9427,2013,0,0,ig-repertoire
9428,2016,0,0,ig-repertoire
9429,2017,0,0,ig-repertoire
9430,2018,0,0,ig-repertoire
9431,2019,0,0,ig-repertoire
9432,2020,40,21,ig-repertoire
9433,2021,40,0,ig-repertoire
9434,2022,40,0,ig-repertoire
9435,2023,40,0,ig-repertoire
9436,2024,40,0,ig-repertoire
9437,2025,40,0,ig-repertoire
9438,2013,0,0,igv-like
9439,2016,0,0,igv-like
9440,2017,0,0,igv-like
9441,2018,0,0,igv-like
9442,2019,0,0,igv-like
9443,2020,33,8,igv-like
9444,2021,33,0,igv-like
9445,2022,33,0,igv-like
9446,2023,33,0,igv-like
9447,2024,33,0,igv-like
9448,2025,33,0,igv-like
9449,2013,0,0,illumina
9450,2016,0,0,illumina
9451,2017,24,8,illumina
9452,2018,24,0,illumina
9453,2019,24,0,illumina
9454,2020,24,0,illumina
9455,2021,62,20,illumina
9456,2022,62,0,illumina
9457,2023,62,0,illumina
9458,2024,62,0,illumina
9459,2025,2319,366,illumina
9460,2013,0,0,image-analysis
9461,2016,0,0,image-analysis
9462,2017,0,0,image-analysis
9463,2018,0,0,image-analysis
9464,2019,0,0,image-analysis
9465,2020,269,63,image-analysis
9466,2021,269,0,image-analysis
9467,2022,269,0,image-analysis
9468,2023,269,0,image-analysis
9469,2024,344,28,image-analysis
9470,2025,1099,274,image-analysis
9471,2013,0,0,image-processing
9472,2016,0,0,image-processing
9473,2017,0,0,image-processing
9474,2018,80,48,image-processing
9475,2019,80,0,image-processing
9476,2020,328,55,image-processing
9477,2021,328,0,image-processing
9478,2022,328,0,image-processing
9479,2023,328,0,image-processing
9480,2024,403,28,image-processing
9481,2025,403,0,image-processing
9482,2013,0,0,immunity
9483,2016,0,0,immunity
9484,2017,0,0,immunity
9485,2018,0,0,immunity
9486,2019,0,0,immunity
9487,2020,21,17,immunity
9488,2021,21,0,immunity
9489,2022,21,0,immunity
9490,2023,21,0,immunity
9491,2024,21,0,immunity
9492,2025,21,0,immunity
9493,2013,0,0,immunoinformatics
9494,2016,0,0,immunoinformatics
9495,2017,0,0,immunoinformatics
9496,2018,19,10,immunoinformatics
9497,2019,19,0,immunoinformatics
9498,2020,59,21,immunoinformatics
9499,2021,59,0,immunoinformatics
9500,2022,108,13,immunoinformatics
9501,2023,108,0,immunoinformatics
9502,2024,108,0,immunoinformatics
9503,2025,108,0,immunoinformatics
9504,2013,0,0,immunological-bioinformatics
9505,2016,0,0,immunological-bioinformatics
9506,2017,0,0,immunological-bioinformatics
9507,2018,19,10,immunological-bioinformatics
9508,2019,19,0,immunological-bioinformatics
9509,2020,19,0,immunological-bioinformatics
9510,2021,19,0,immunological-bioinformatics
9511,2022,19,0,immunological-bioinformatics
9512,2023,19,0,immunological-bioinformatics
9513,2024,19,0,immunological-bioinformatics
9514,2025,19,0,immunological-bioinformatics
9515,2013,0,0,immunology
9516,2016,0,0,immunology
9517,2017,24,6,immunology
9518,2018,24,0,immunology
9519,2019,62,15,immunology
9520,2020,102,21,immunology
9521,2021,102,0,immunology
9522,2022,151,13,immunology
9523,2023,151,0,immunology
9524,2024,293,42,immunology
9525,2025,293,0,immunology
9526,2013,0,0,imputation
9527,2016,0,0,imputation
9528,2017,0,0,imputation
9529,2018,90,16,imputation
9530,2019,90,0,imputation
9531,2020,90,0,imputation
9532,2021,90,0,imputation
9533,2022,90,0,imputation
9534,2023,90,0,imputation
9535,2024,90,0,imputation
9536,2025,90,0,imputation
9537,2013,0,0,indel
9538,2016,0,0,indel
9539,2017,0,0,indel
9540,2018,0,0,indel
9541,2019,0,0,indel
9542,2020,33,8,indel
9543,2021,33,0,indel
9544,2022,33,0,indel
9545,2023,33,0,indel
9546,2024,33,0,indel
9547,2025,33,0,indel
9548,2013,0,0,indel-discovery
9549,2016,0,0,indel-discovery
9550,2017,0,0,indel-discovery
9551,2018,0,0,indel-discovery
9552,2019,0,0,indel-discovery
9553,2020,0,0,indel-discovery
9554,2021,0,0,indel-discovery
9555,2022,0,0,indel-discovery
9556,2023,0,0,indel-discovery
9557,2024,0,0,indel-discovery
9558,2025,557,117,indel-discovery
9559,2013,0,0,indels
9560,2016,0,0,indels
9561,2017,0,0,indels
9562,2018,0,0,indels
9563,2019,0,0,indels
9564,2020,0,0,indels
9565,2021,389,108,indels
9566,2022,389,0,indels
9567,2023,389,0,indels
9568,2024,389,0,indels
9569,2025,845,154,indels
9570,2013,0,0,indexing
9571,2016,0,0,indexing
9572,2017,0,0,indexing
9573,2018,0,0,indexing
9574,2019,0,0,indexing
9575,2020,0,0,indexing
9576,2021,0,0,indexing
9577,2022,0,0,indexing
9578,2023,0,0,indexing
9579,2024,0,0,indexing
9580,2025,478,77,indexing
9581,2013,0,0,infectious-diseases
9582,2016,0,0,infectious-diseases
9583,2017,0,0,infectious-diseases
9584,2018,29,12,infectious-diseases
9585,2019,29,0,infectious-diseases
9586,2020,354,59,infectious-diseases
9587,2021,544,74,infectious-diseases
9588,2022,574,15,infectious-diseases
9589,2023,880,82,infectious-diseases
9590,2024,1130,57,infectious-diseases
9591,2025,1130,0,infectious-diseases
9592,2013,0,0,information-extraction
9593,2016,0,0,information-extraction
9594,2017,0,0,information-extraction
9595,2018,0,0,information-extraction
9596,2019,0,0,information-extraction
9597,2020,102,17,information-extraction
9598,2021,102,0,information-extraction
9599,2022,102,0,information-extraction
9600,2023,102,0,information-extraction
9601,2024,102,0,information-extraction
9602,2025,102,0,information-extraction
9603,2013,0,0,information-retrieval
9604,2016,0,0,information-retrieval
9605,2017,0,0,information-retrieval
9606,2018,0,0,information-retrieval
9607,2019,0,0,information-retrieval
9608,2020,0,0,information-retrieval
9609,2021,58,20,information-retrieval
9610,2022,58,0,information-retrieval
9611,2023,58,0,information-retrieval
9612,2024,58,0,information-retrieval
9613,2025,58,0,information-retrieval
9614,2013,0,0,information-theory
9615,2016,0,0,information-theory
9616,2017,0,0,information-theory
9617,2018,0,0,information-theory
9618,2019,24,9,information-theory
9619,2020,24,0,information-theory
9620,2021,24,0,information-theory
9621,2022,24,0,information-theory
9622,2023,24,0,information-theory
9623,2024,24,0,information-theory
9624,2025,24,0,information-theory
9625,2013,0,0,initial-coin-offering
9626,2016,0,0,initial-coin-offering
9627,2017,0,0,initial-coin-offering
9628,2018,10,2,initial-coin-offering
9629,2019,10,0,initial-coin-offering
9630,2020,10,0,initial-coin-offering
9631,2021,10,0,initial-coin-offering
9632,2022,10,0,initial-coin-offering
9633,2023,10,0,initial-coin-offering
9634,2024,10,0,initial-coin-offering
9635,2025,10,0,initial-coin-offering
9636,2013,0,0,integrative-analysis
9637,2016,0,0,integrative-analysis
9638,2017,0,0,integrative-analysis
9639,2018,0,0,integrative-analysis
9640,2019,54,11,integrative-analysis
9641,2020,54,0,integrative-analysis
9642,2021,54,0,integrative-analysis
9643,2022,54,0,integrative-analysis
9644,2023,54,0,integrative-analysis
9645,2024,54,0,integrative-analysis
9646,2025,54,0,integrative-analysis
9647,2013,0,0,interactions
9648,2016,0,0,interactions
9649,2017,0,0,interactions
9650,2018,0,0,interactions
9651,2019,0,0,interactions
9652,2020,0,0,interactions
9653,2021,0,0,interactions
9654,2022,30,7,interactions
9655,2023,30,0,interactions
9656,2024,30,0,interactions
9657,2025,30,0,interactions
9658,2013,0,0,interactive
9659,2016,0,0,interactive
9660,2017,0,0,interactive
9661,2018,33,4,interactive
9662,2019,33,0,interactive
9663,2020,33,0,interactive
9664,2021,33,0,interactive
9665,2022,33,0,interactive
9666,2023,71,8,interactive
9667,2024,71,0,interactive
9668,2025,71,0,interactive
9669,2013,0,0,interactive-biological-heatmaps
9670,2016,0,0,interactive-biological-heatmaps
9671,2017,0,0,interactive-biological-heatmaps
9672,2018,31,6,interactive-biological-heatmaps
9673,2019,31,0,interactive-biological-heatmaps
9674,2020,31,0,interactive-biological-heatmaps
9675,2021,31,0,interactive-biological-heatmaps
9676,2022,31,0,interactive-biological-heatmaps
9677,2023,31,0,interactive-biological-heatmaps
9678,2024,31,0,interactive-biological-heatmaps
9679,2025,31,0,interactive-biological-heatmaps
9680,2013,0,0,interactome
9681,2016,0,0,interactome
9682,2017,0,0,interactome
9683,2018,0,0,interactome
9684,2019,0,0,interactome
9685,2020,0,0,interactome
9686,2021,0,0,interactome
9687,2022,0,0,interactome
9688,2023,0,0,interactome
9689,2024,0,0,interactome
9690,2025,1152,138,interactome
9691,2013,0,0,interactomics
9692,2016,0,0,interactomics
9693,2017,0,0,interactomics
9694,2018,0,0,interactomics
9695,2019,0,0,interactomics
9696,2020,0,0,interactomics
9697,2021,0,0,interactomics
9698,2022,0,0,interactomics
9699,2023,0,0,interactomics
9700,2024,0,0,interactomics
9701,2025,1152,138,interactomics
9702,2013,0,0,interface
9703,2016,0,0,interface
9704,2017,0,0,interface
9705,2018,0,0,interface
9706,2019,26,10,interface
9707,2020,26,0,interface
9708,2021,26,0,interface
9709,2022,26,0,interface
9710,2023,26,0,interface
9711,2024,26,0,interface
9712,2025,26,0,interface
9713,2013,0,0,internship
9714,2016,0,0,internship
9715,2017,0,0,internship
9716,2018,0,0,internship
9717,2019,0,0,internship
9718,2020,24,18,internship
9719,2021,24,0,internship
9720,2022,24,0,internship
9721,2023,24,0,internship
9722,2024,24,0,internship
9723,2025,24,0,internship
9724,2013,0,0,internship-challenge
9725,2016,0,0,internship-challenge
9726,2017,0,0,internship-challenge
9727,2018,0,0,internship-challenge
9728,2019,0,0,internship-challenge
9729,2020,24,18,internship-challenge
9730,2021,24,0,internship-challenge
9731,2022,24,0,internship-challenge
9732,2023,24,0,internship-challenge
9733,2024,24,0,internship-challenge
9734,2025,24,0,internship-challenge
9735,2013,0,0,internship-task
9736,2016,0,0,internship-task
9737,2017,0,0,internship-task
9738,2018,0,0,internship-task
9739,2019,0,0,internship-task
9740,2020,24,18,internship-task
9741,2021,24,0,internship-task
9742,2022,24,0,internship-task
9743,2023,24,0,internship-task
9744,2024,24,0,internship-task
9745,2025,24,0,internship-task
9746,2013,0,0,io
9747,2016,0,0,io
9748,2017,0,0,io
9749,2018,32,11,io
9750,2019,32,0,io
9751,2020,32,0,io
9752,2021,32,0,io
9753,2022,32,0,io
9754,2023,32,0,io
9755,2024,32,0,io
9756,2025,32,0,io
9757,2013,0,0,iot
9758,2016,0,0,iot
9759,2017,0,0,iot
9760,2018,24,6,iot
9761,2019,24,0,iot
9762,2020,24,0,iot
9763,2021,24,0,iot
9764,2022,24,0,iot
9765,2023,24,0,iot
9766,2024,24,0,iot
9767,2025,24,0,iot
9768,2013,0,0,iot-framework
9769,2016,0,0,iot-framework
9770,2017,0,0,iot-framework
9771,2018,24,6,iot-framework
9772,2019,24,0,iot-framework
9773,2020,24,0,iot-framework
9774,2021,24,0,iot-framework
9775,2022,24,0,iot-framework
9776,2023,24,0,iot-framework
9777,2024,24,0,iot-framework
9778,2025,24,0,iot-framework
9779,2013,0,0,ipython
9780,2016,0,0,ipython
9781,2017,41,4,ipython
9782,2018,41,0,ipython
9783,2019,41,0,ipython
9784,2020,41,0,ipython
9785,2021,41,0,ipython
9786,2022,41,0,ipython
9787,2023,41,0,ipython
9788,2024,41,0,ipython
9789,2025,41,0,ipython
9790,2013,0,0,ising-model
9791,2016,0,0,ising-model
9792,2017,0,0,ising-model
9793,2018,0,0,ising-model
9794,2019,24,9,ising-model
9795,2020,24,0,ising-model
9796,2021,24,0,ising-model
9797,2022,24,0,ising-model
9798,2023,24,0,ising-model
9799,2024,24,0,ising-model
9800,2025,24,0,ising-model
9801,2013,0,0,ismb
9802,2016,0,0,ismb
9803,2017,0,0,ismb
9804,2018,0,0,ismb
9805,2019,0,0,ismb
9806,2020,0,0,ismb
9807,2021,0,0,ismb
9808,2022,73,18,ismb
9809,2023,73,0,ismb
9810,2024,73,0,ismb
9811,2025,73,0,ismb
9812,2013,0,0,java
9813,2016,120,19,java
9814,2017,120,0,java
9815,2018,162,20,java
9816,2019,162,0,java
9817,2020,162,0,java
9818,2021,263,41,java
9819,2022,263,0,java
9820,2023,427,10,java
9821,2024,550,42,java
9822,2025,3284,1019,java
9823,2013,0,0,java-8
9824,2016,120,19,java-8
9825,2017,120,0,java-8
9826,2018,120,0,java-8
9827,2019,120,0,java-8
9828,2020,120,0,java-8
9829,2021,120,0,java-8
9830,2022,120,0,java-8
9831,2023,120,0,java-8
9832,2024,120,0,java-8
9833,2025,120,0,java-8
9834,2013,0,0,javafx-application
9835,2016,0,0,javafx-application
9836,2017,0,0,javafx-application
9837,2018,0,0,javafx-application
9838,2019,0,0,javafx-application
9839,2020,0,0,javafx-application
9840,2021,0,0,javafx-application
9841,2022,0,0,javafx-application
9842,2023,164,10,javafx-application
9843,2024,164,0,javafx-application
9844,2025,164,0,javafx-application
9845,2013,0,0,javascript
9846,2016,0,0,javascript
9847,2017,0,0,javascript
9848,2018,64,10,javascript
9849,2019,84,5,javascript
9850,2020,84,0,javascript
9851,2021,84,0,javascript
9852,2022,84,0,javascript
9853,2023,155,12,javascript
9854,2024,155,0,javascript
9855,2025,1172,268,javascript
9856,2013,0,0,javascript-library
9857,2016,0,0,javascript-library
9858,2017,0,0,javascript-library
9859,2018,0,0,javascript-library
9860,2019,20,5,javascript-library
9861,2020,20,0,javascript-library
9862,2021,20,0,javascript-library
9863,2022,20,0,javascript-library
9864,2023,20,0,javascript-library
9865,2024,20,0,javascript-library
9866,2025,20,0,javascript-library
9867,2013,0,0,jax
9868,2016,0,0,jax
9869,2017,0,0,jax
9870,2018,0,0,jax
9871,2019,0,0,jax
9872,2020,0,0,jax
9873,2021,0,0,jax
9874,2022,82,9,jax
9875,2023,82,0,jax
9876,2024,82,0,jax
9877,2025,82,0,jax
9878,2013,0,0,json-data
9879,2016,0,0,json-data
9880,2017,0,0,json-data
9881,2018,0,0,json-data
9882,2019,0,0,json-data
9883,2020,35,6,json-data
9884,2021,35,0,json-data
9885,2022,35,0,json-data
9886,2023,35,0,json-data
9887,2024,35,0,json-data
9888,2025,35,0,json-data
9889,2013,0,0,juicer
9890,2016,0,0,juicer
9891,2017,0,0,juicer
9892,2018,0,0,juicer
9893,2019,0,0,juicer
9894,2020,0,0,juicer
9895,2021,0,0,juicer
9896,2022,0,0,juicer
9897,2023,0,0,juicer
9898,2024,74,10,juicer
9899,2025,74,0,juicer
9900,2013,0,0,julia
9901,2016,0,0,julia
9902,2017,12,6,julia
9903,2018,12,0,julia
9904,2019,12,0,julia
9905,2020,83,7,julia
9906,2021,104,8,julia
9907,2022,192,27,julia
9908,2023,236,18,julia
9909,2024,236,0,julia
9910,2025,750,42,julia
9911,2013,0,0,jupyter
9912,2016,0,0,jupyter
9913,2017,0,0,jupyter
9914,2018,0,0,jupyter
9915,2019,0,0,jupyter
9916,2020,40,11,jupyter
9917,2021,40,0,jupyter
9918,2022,40,0,jupyter
9919,2023,40,0,jupyter
9920,2024,40,0,jupyter
9921,2025,40,0,jupyter
9922,2013,0,0,jupyter-notebook
9923,2016,0,0,jupyter-notebook
9924,2017,35,24,jupyter-notebook
9925,2018,55,11,jupyter-notebook
9926,2019,71,7,jupyter-notebook
9927,2020,171,21,jupyter-notebook
9928,2021,171,0,jupyter-notebook
9929,2022,171,0,jupyter-notebook
9930,2023,171,0,jupyter-notebook
9931,2024,171,0,jupyter-notebook
9932,2025,171,0,jupyter-notebook
9933,2013,0,0,jupyter-notebooks
9934,2016,0,0,jupyter-notebooks
9935,2017,0,0,jupyter-notebooks
9936,2018,0,0,jupyter-notebooks
9937,2019,10,2,jupyter-notebooks
9938,2020,10,0,jupyter-notebooks
9939,2021,10,0,jupyter-notebooks
9940,2022,10,0,jupyter-notebooks
9941,2023,10,0,jupyter-notebooks
9942,2024,10,0,jupyter-notebooks
9943,2025,10,0,jupyter-notebooks
9944,2013,0,0,k-mer
9945,2016,0,0,k-mer
9946,2017,0,0,k-mer
9947,2018,0,0,k-mer
9948,2019,0,0,k-mer
9949,2020,0,0,k-mer
9950,2021,19,1,k-mer
9951,2022,19,0,k-mer
9952,2023,78,2,k-mer
9953,2024,858,296,k-mer
9954,2025,858,0,k-mer
9955,2013,0,0,k-mer-counting
9956,2016,0,0,k-mer-counting
9957,2017,0,0,k-mer-counting
9958,2018,0,0,k-mer-counting
9959,2019,0,0,k-mer-counting
9960,2020,171,17,k-mer-counting
9961,2021,190,1,k-mer-counting
